Date_Collected,Date_Processed,Processor,Point_on_Sandbar,Inshore_or_Offshore,Time_Point,Time,Size_Class,Subsample,Sample_ID,Subsample_ID,Nematode,Annelid,Clam,HSC_egg,Gastropod,Copepod,Ostracod,Foraminifera,Empty_oyster,Single_clam_valve,Empty_gastropod,Empty_ostracod,Exoskeleton,Isopod,Amphipod,Unknown Star Organism,Unknown,Notes,Notes_during_Collection,Notes_during_Processing
6/2/20,7/14/2020 7/15/2020,Jen,D,Inshore,T5,11:13,0.5,1,D-Inshore-T5,D-Inshore-T5-0.5mm,520,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,130*4 nematodes; 2 species of polychaete,,90% of the sample was in the 0.25mm sieve. 
6/2/20,7/14/2020 7/15/2020,Jen,D,Inshore,T5,11:13,0.25,  1/32,D-Inshore-T5,D-Inshore-T5-0.25mm,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,90% of the sample was in the 0.25mm sieve. 
6/2/20,7/14/2020 7/15/2020,Jen,D,Inshore,T5,11:13,<0.25,  1/4 ,D-Inshore-T5,D-Inshore-T5-<0.25mm,99      ,0      ,0      ,0      ,0,0,0,0,0,0,0,0,0,0,0,0,0,,,90% of the sample was in the 0.25mm sieve. 
6/2/20,7/17/20,Jen,D,Inshore,T6,11:28,2,1,D-Inshore-T6,D-Inshore-T6-2mm,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,"2mm: Clam was diff spp than usual. Picture taken and preserved. There was a worm-like org attached to the clam but could have been the clam's insides. Therefore, did not record worm"
6/2/20,7/17/20,Jen,D,Inshore,T6,11:28,1,1,D-Inshore-T6,D-Inshore-T6-1mm,300,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,7/17/20,Jen,D,Inshore,T6,11:28,0.5,1,D-Inshore-T6,D-Inshore-T6-0.5mm,516,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,129*4 nematodes,,
6/2/20,7/17/20,Jen,D,Inshore,T6,11:28,0.25,  1/32,D-Inshore-T6,D-Inshore-T6-0.25mm,116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,7/17/20,Jen,D,Inshore,T6,11:28,<0.25,  1/6 ,D-Inshore-T6,D-Inshore-T6-<0.25mm,185      ,0      ,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/12/21,Elizabeth,A,Offshore,T1,10:17,2,1,A-Offshore-T1,A-Offshore-T1-2mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Isopod is Doris.
6/2/20,2/12/21,Elizabeth,A,Offshore,T1,10:17,1,1,A-Offshore-T1,A-Offshore-T1-1mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/12/21,Elizabeth,A,Offshore,T1,10:17,0.5,1,A-Offshore-T1,A-Offshore-T1-0.5mm,NA,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,,,Unknown is: Terrestrial insect or larval stage. Same as FarmA_Control3_0.5mm_unknown
6/2/20,2/12/21,Elizabeth,A,Offshore,T2,10:31,2,1,A-Offshore-T2,A-Offshore-T2-2mm,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,Isopod is Doris.
6/2/20,2/12/21,Elizabeth,A,Offshore,T2,10:31,1,1,A-Offshore-T2,A-Offshore-T2-1mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/12/21,Elizabeth,A,Offshore,T2,10:31,0.5,1,A-Offshore-T2,A-Offshore-T2-0.5mm,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/3/21,Elizabeth,A,Offshore,T3,10:45,2,1,A-Offshore-T3,A-Offshore-T3-2mm,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
6/2/20,2/3/21,Elizabeth,A,Offshore,T3,10:45,1,1,A-Offshore-T3,A-Offshore-T3-1mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Isopod is Doris genus. Nematodes present.
6/2/20,2/3/21,Elizabeth,A,Offshore,T3,10:45,0.5,1,A-Offshore-T3,A-Offshore-T3-0.5mm,NA,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,,,Nematodes present. Many fragmented clam shells.
6/2/20,2/15/21,Elizabeth,A,Offshore,T4,11:01,2,1,A-Offshore-T4,A-Offshore-T4-2mm,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Isopod is Doris genus.
6/2/20,2/15/21,Elizabeth,A,Offshore,T4,11:01,1,1,A-Offshore-T4,A-Offshore-T4-1mm,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,Isopod is Doris genus. Nematodes present.
6/2/20,2/15/21,Elizabeth,A,Offshore,T4,11:01,0.5,1,A-Offshore-T4,A-Offshore-T4-0.5mm,NA,2,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/15/21,Elizabeth,A,Offshore,T5,11:17,2,1,A-Offshore-T5,A-Offshore-T5-2mm,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/15/21,Elizabeth,A,Offshore,T5,11:17,1,1,A-Offshore-T5,A-Offshore-T5-1mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/15/21,Elizabeth,A,Offshore,T5,11:17,0.5,1,A-Offshore-T5,A-Offshore-T5-0.5mm,NA,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/15/21,Elizabeth,A,Offshore,T6,11:30,2,1,A-Offshore-T6,A-Offshore-T6-2mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/15/21,Elizabeth,A,Offshore,T6,11:30,1,1,A-Offshore-T6,A-Offshore-T6-1mm,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/15/21,Elizabeth,A,Offshore,T6,11:30,0.5,1,A-Offshore-T6,A-Offshore-T6-0.5mm,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/15/21,Elizabeth,A,Inshore,T1,10:13,2,1,A-Inshore-T1,A-Inshore-T1-2mm,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/15/21,Elizabeth,A,Inshore,T1,10:13,1,1,A-Inshore-T1,A-Inshore-T1-1mm,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/15/21,Elizabeth,A,Inshore,T1,10:13,0.5,1,A-Inshore-T1,A-Inshore-T1-0.5mm,NA,11,5,0,0,0,1,0,0,9,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/12/21,Elizabeth,A,Inshore,T2,10:28,2,1,A-Inshore-T2,A-Inshore-T2-2mm,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/12/21,Elizabeth,A,Inshore,T2,10:28,1,1,A-Inshore-T2,A-Inshore-T2-1mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/12/21,Elizabeth,A,Inshore,T2,10:28,0.5,1,A-Inshore-T2,A-Inshore-T2-0.5mm,NA,8,3,0,0,0,0,0,0,10,3,0,0,0,0,0,1,,,Unknown is: Terrestrial insect or larval stage. Same as FarmA_Control3_0.5mm_unknown. Nematodes present.
6/2/20,2/5/21,Elizabeth,A,Inshore,T3,10:43,2,1,A-Inshore-T3,A-Inshore-T3-2mm,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/5/21,Elizabeth,A,Inshore,T3,10:43,1,1,A-Inshore-T3,A-Inshore-T3-1mm,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/5/21,Elizabeth,A,Inshore,T3,10:43,0.5,1,A-Inshore-T3,A-Inshore-T3-0.5mm,NA,8,3,0,0,0,2,0,0,15,3,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/15/21,Elizabeth,A,Inshore,T4,10:58,2,1,A-Inshore-T4,A-Inshore-T4-2mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/15/21,Elizabeth,A,Inshore,T4,10:58,1,1,A-Inshore-T4,A-Inshore-T4-1mm,NA,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/15/21,Elizabeth,A,Inshore,T4,10:58,0.5,1,A-Inshore-T4,A-Inshore-T4-0.5mm,NA,4,2,0,0,0,0,0,0,8,4,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/5/21,Elizabeth,A,Inshore,T5,11:14,2,1,A-Inshore-T5,A-Inshore-T5-2mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,T60 min,
6/2/20,2/5/21,Elizabeth,A,Inshore,T5,11:14,1,1,A-Inshore-T5,A-Inshore-T5-1mm,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,T60 min,Nematodes present. Clam is most common species that we see in samples.
6/2/20,2/5/21,Elizabeth,A,Inshore,T5,11:14,0.5,1,A-Inshore-T5,A-Inshore-T5-0.5mm,NA,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,T60 min,Nematodes present. Clam is most common species that we see in samples.
6/2/20,2/5/21,Elizabeth,A,Inshore,T6,11:29,2,1,A-Inshore-T6,A-Inshore-T6-2mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/5/21,Elizabeth,A,Inshore,T6,11:29,1,1,A-Inshore-T6,A-Inshore-T6-1mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/5/21,Elizabeth,A,Inshore,T6,11:29,0.5,1,A-Inshore-T6,A-Inshore-T6-0.5mm,NA,14,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/3/21,Elizabeth,A,Extra-Tread,NA,11:21,2,1,A-Extra-Tread-NA,A-Extra-Tread-NA-2mm,NA,0,0,20,1,0,0,0,0,5,0,0,0,1,0,0,0,,Extra sample from 4 wheeler tred; near site A,Janine is 78% confident that it was taken on offshore side. Isopod is Doris. A few tubeworm tubes. Janine says there were birds feeding where she collected these extra samples.
6/2/20,2/3/21,Elizabeth,A,Extra-Tread,NA,11:21,1,1,A-Extra-Tread-NA,A-Extra-Tread-NA-1mm,NA,0,6,101,2,0,0,0,0,5,1,0,0,0,0,0,0,,Extra sample from 4 wheeler tred; near site A,Janine is 78% confident that it was taken on offshore side. Janine says there were birds feeding where she collected these extra samples.
6/2/20,2/3/21,Elizabeth,A,Extra-Tread,NA,11:21,0.5,1,A-Extra-Tread-NA,A-Extra-Tread-NA-0.5mm,NA,1,4,0,0,0,2,0,0,6,3,0,0,0,0,0,0,,Extra sample from 4 wheeler tred; near site A,Janine is 78% confident that it was taken on offshore side. Janine says there were birds feeding where she collected these extra samples.
6/2/20,2/17/21,Elizabeth,A,Extra-Onshore,NA,11:10,2,1,A-Extra-Onshore-NA,A-Extra-Onshore-NA-2mm,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,Extra bird area onshore; 11:10am; Near site A (in front of crab shack),
6/2/20,2/17/21,Elizabeth,A,Extra-Onshore,NA,11:10,1,1,A-Extra-Onshore-NA,A-Extra-Onshore-NA-1mm,NA,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,Extra bird area onshore; 11:10am; Near site A (in front of crab shack),Nematodes present.
6/2/20,2/17/21,Elizabeth,A,Extra-Onshore,NA,11:10,0.5,1,A-Extra-Onshore-NA,A-Extra-Onshore-NA-0.5mm,NA,4,6,0,0,0,3,0,0,2,7,0,0,0,0,0,1,,Extra bird area onshore; 11:10am; Near site A (in front of crab shack). Unknown is: A_Extra2_0.5mm_unknown,
6/2/20,2/17/21,Elizabeth,A,Extra-Tread10,NA,11:22,2,1,A-Extra-Tread10-NA,A-Extra-Tread10-NA-2mm,NA,0,0,3,1,0,0,0,0,3,4,0,0,0,0,0,0,,Extra. 10 cm away from 4 wheeler tred. Near site A.,
6/2/20,2/17/21,Elizabeth,A,Extra-Tread10,NA,11:22,1,1,A-Extra-Tread10-NA,A-Extra-Tread10-NA-1mm,NA,0,12,13,1,0,0,0,0,1,2,0,0,0,0,0,1,,Extra. 10 cm away from 4 wheeler tred. Near site A.,Mystery org is: A_ExtraTread10_1mm_org. It looks lobster-like. Nematodes present.
6/2/20,2/17/21,Elizabeth,A,Extra-Tread10,NA,11:22,0.5,1,A-Extra-Tread10-NA,A-Extra-Tread10-NA-0.5mm,NA,0,5,0,1,0,0,0,0,7,6,0,0,0,0,0,0,,Extra. 10 cm away from 4 wheeler tred. Near site A.,
6/2/20,2/17/21,Elizabeth,A,Extra-bird,NA,11:10,2,1,A-Extra-bird-NA,A-Extra-bird-NA-2mm,NA,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,,Extra - bird area. Offshore. Near crab shack at Site A.,
6/2/20,2/17/21,Elizabeth,A,Extra-bird,NA,11:10,1,1,A-Extra-bird-NA,A-Extra-bird-NA-1mm,NA,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,Extra - bird area. Offshore. Near crab shack at Site A.,Nematodes present.
6/2/20,2/17/21,Elizabeth,A,Extra-bird,NA,11:10,0.5,1,A-Extra-bird-NA,A-Extra-bird-NA-0.5mm,NA,8,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,,Extra - bird area. Offshore. Near crab shack at Site A.,
6/2/20,2/5/21,Elizabeth,C,Offshore,T1,10:20,2,1,C-Offshore-T1,C-Offshore-T1-2mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Collected by Jen Gilmore,
6/2/20,2/5/21,Elizabeth,C,Offshore,T1,10:20,1,1,C-Offshore-T1,C-Offshore-T1-1mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Collected by Jen Gilmore,Nematodes present.
6/2/20,2/5/21,Elizabeth,C,Offshore,T1,10:20,0.5,1,C-Offshore-T1,C-Offshore-T1-0.5mm,NA,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,Collected by Jen Gilmore,Nematodes present.
6/2/20,2/3/21,Elizabeth,C,Offshore,T2,10:35,2,1,C-Offshore-T2,C-Offshore-T2-2mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/3/21,Elizabeth,C,Offshore,T2,10:35,1,1,C-Offshore-T2,C-Offshore-T2-1mm,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Annelid image: CO_T1_1mm_worm. Nematodes present. Time Point listed as T1 on sample bag so originally assumed this samples was T1 but it's really T2 because the labeled the bags from T0 to T5, but the spreadsheet from T1 to T6."
6/2/20,2/3/21,Elizabeth,C,Offshore,T2,10:35,0.5,1,C-Offshore-T2,C-Offshore-T2-0.5mm,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/12/21,Elizabeth,C,Offshore,T3,10:50,2,1,C-Offshore-T3,C-Offshore-T3-2mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/12/21,Elizabeth,C,Offshore,T3,10:50,1,1,C-Offshore-T3,C-Offshore-T3-1mm,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,Nematodes present. Clam valve is small common species.
6/2/20,2/12/21,Elizabeth,C,Offshore,T3,10:50,0.5,1,C-Offshore-T3,C-Offshore-T3-0.5mm,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
6/2/20,2/12/21,Elizabeth,C,Offshore,T4,11:05,2,1,C-Offshore-T4,C-Offshore-T4-2mm,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/12/21,Elizabeth,C,Offshore,T4,11:05,1,1,C-Offshore-T4,C-Offshore-T4-1mm,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/12/21,Elizabeth,C,Offshore,T4,11:05,0.5,1,C-Offshore-T4,C-Offshore-T4-0.5mm,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/5/21,Elizabeth,C,Offshore,T5,11:20,2,1,C-Offshore-T5,C-Offshore-T5-2mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Bag listed as T4, but it's actually T5",
6/2/20,2/5/21,Elizabeth,C,Offshore,T5,11:20,1,1,C-Offshore-T5,C-Offshore-T5-1mm,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Bag listed as T4, but it's actually T5",Nematodes present.
6/2/20,2/5/21,Elizabeth,C,Offshore,T5,11:20,0.5,1,C-Offshore-T5,C-Offshore-T5-0.5mm,NA,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,"Bag listed as T4, but it's actually T5",
6/2/20,2/17/21,Elizabeth,C,Offshore,T6,11:35,2,1,C-Offshore-T6,C-Offshore-T6-2mm,NA,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,,,Isopod is Doris genus.
6/2/20,2/17/21,Elizabeth,C,Offshore,T6,11:35,1,1,C-Offshore-T6,C-Offshore-T6-1mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/17/21,Elizabeth,C,Offshore,T6,11:35,0.5,1,C-Offshore-T6,C-Offshore-T6-0.5mm,NA,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/3/21,Elizabeth,C,Inshore,T1,10:15,2,1,C-Inshore-T1,C-Inshore-T1-2mm,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Bag says T0 but it must be T1. Isopod is Doris
6/2/20,2/3/21,Elizabeth,C,Inshore,T1,10:15,1,1,C-Inshore-T1,C-Inshore-T1-1mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Bag says T0 but it must be T1. Nematodes present.
6/2/20,2/3/21,Elizabeth,C,Inshore,T1,10:15,0.5,1,C-Inshore-T1,C-Inshore-T1-0.5mm,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Bag says T0 but it must be T1. Nematodes present.
6/2/20,2/5/21,Elizabeth,C,Inshore,T2,10:30,2,1,C-Inshore-T2,C-Inshore-T2-2mm,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/5/21,Elizabeth,C,Inshore,T2,10:30,1,1,C-Inshore-T2,C-Inshore-T2-1mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/5/21,Elizabeth,C,Inshore,T2,10:30,0.5,1,C-Inshore-T2,C-Inshore-T2-0.5mm,NA,4,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,,,
6/2/20,2/17/21,Elizabeth,C,Inshore,T3,10:45,2,1,C-Inshore-T3,C-Inshore-T3-2mm,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/17/21,Elizabeth,C,Inshore,T3,10:45,1,1,C-Inshore-T3,C-Inshore-T3-1mm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/17/21,Elizabeth,C,Inshore,T3,10:45,0.5,1,C-Inshore-T3,C-Inshore-T3-0.5mm,NA,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
6/2/20,1/29/21,Elizabeth,C,Inshore,T4,11:00,2,1,C-Inshore-T4,C-Inshore-T4-2mm,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Worms are relatively big: CI_T3_2mm_worm1, CI_T3_2mm_worm2, CI_T3_2mm_worm3, CI_T3_2mm_worm4"
6/2/20,1/29/21,Elizabeth,C,Inshore,T4,11:00,1,1,C-Inshore-T4,C-Inshore-T4-1mm,NA,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"CI_T3_1mm_worm1. CI_T3_1mm_HSC1, CI_T3_1mm_HSC2, CI_T3_1mm_HSC3, CI_T3_1mm_HSC4. Nematodes present."
6/2/20,1/29/21,Elizabeth,C,Inshore,T4,11:00,0.5,1,C-Inshore-T4,C-Inshore-T4-0.5mm,NA,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,Dropped 0.5mm sieve into collection bucket while sieving. Poured contents of bucket back through sieve to collect lost inverts and put in second petri dish. Nematodes present.
6/2/20,2/15/21,Elizabeth,C,Inshore,T5,11:15,2,1,C-Inshore-T5,C-Inshore-T5-2mm,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6/2/20,2/15/21,Elizabeth,C,Inshore,T5,11:15,1,1,C-Inshore-T5,C-Inshore-T5-1mm,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/15/21,Elizabeth,C,Inshore,T5,11:15,0.5,1,C-Inshore-T5,C-Inshore-T5-0.5mm,NA,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,Nematodes present.
6/2/20,2/12/21,Elizabeth,C,Inshore,T6,11:30,2,1,C-Inshore-T6,C-Inshore-T6-2mm,NA,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,
6/2/20,2/12/21,Elizabeth,C,Inshore,T6,11:30,1,1,C-Inshore-T6,C-Inshore-T6-1mm,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Egg looks like it's decomposing, but it has retained it's shape and structure and there is some material on the inside."
6/2/20,2/12/21,Elizabeth,C,Inshore,T6,11:30,0.5,1,C-Inshore-T6,C-Inshore-T6-0.5mm,NA,7,1,0,0,0,1,0,0,4,0,0,0,0,0,0,1,,,"Unkown organism: CI_T5_0.5mm_org, CI_T5_0.5mm_org2"
